productName,releaseYear_scaled,memSize_scaled,memBusWidth_scaled,gpuClock_scaled,memClock_scaled,unifiedShader_scaled,tmu_scaled,rop_scaled,manufacturer_encoded,igp_encoded,bus_encoded,memType_encoded,gpuChip_encoded
UHD Graphics 64EU,0.9729729729729755,0.007999751999938,0.011764705882352941,0.12494614390348988,0.369449378330373,0.02896551724137931,0.03636363636363636,0.0625,3,1,29,24,9
UHD Graphics 710,0.9729729729729755,0.007999751999938,0.011764705882352941,0.12494614390348988,0.369449378330373,0.006896551724137931,0.00909090909090909,0.03125,3,1,29,24,9
UHD Graphics 730,0.9729729729729755,0.007999751999938,0.011764705882352941,0.12494614390348988,0.369449378330373,0.01057471264367816,0.013636363636363636,0.03125,3,1,29,24,9
A10 PCIe,0.9459459459459509,0.1874997968749492,0.043137254901960784,0.3769926755708746,0.6918294849023091,0.5291954022988505,0.32727272727272727,0.375,5,0,24,13,111
A100 PCIe 80 GB,0.9459459459459509,0.6249999062499765,0.6235294117647059,0.45454545454545453,0.705150976909414,0.3967816091954023,0.4909090909090909,0.625,5,0,24,17,110
A10G,0.9459459459459509,0.09374977343744335,0.043137254901960784,0.5644118914261094,0.6918294849023091,0.5291954022988505,0.32727272727272727,0.375,5,0,24,13,111
A16 PCIe,0.9459459459459509,0.1249997812499453,0.011764705882352941,0.3769926755708746,0.8023978685612789,0.07310344827586207,0.045454545454545456,0.125,5,0,26,13,115
A2,0.9459459459459509,0.1249997812499453,0.011764705882352941,0.6161137440758293,0.6918294849023091,0.07310344827586207,0.045454545454545456,0.125,5,0,26,13,115
A30 PCIe,0.9459459459459509,0.1874997968749492,0.37254901960784315,0.3963808703145196,0.5373001776198935,0.20551724137931035,0.2545454545454545,0.375,5,0,24,16,110
Arctic Sound 1T,0.9459459459459509,0.1249997812499453,0.4980392156862745,0.3834554071520896,0.5306394316163411,0.3526436781609195,0.21818181818181817,0.375,3,0,24,17,18
Arctic Sound 2T,0.9459459459459509,0.1249997812499453,0.4980392156862745,0.3834554071520896,0.5306394316163411,0.44091954022988505,0.2727272727272727,0.46875,3,0,24,17,18
CMP 170HX,0.9459459459459509,0.1249997812499453,0.4980392156862745,0.4868591124515295,0.6452042628774424,0.25701149425287356,0.3181818181818182,0.5,5,0,25,17,110
CMP 30HX,0.9459459459459509,0.04687476171869043,0.0196078431372549,0.6548901335631193,0.774866785079929,0.08045977011494253,0.09999999999999999,0.1875,5,0,22,13,433
CMP 40HX,0.9459459459459509,0.0624997656249414,0.027450980392156862,0.6290392072382593,0.774866785079929,0.13195402298850575,0.16363636363636364,0.25,5,0,21,13,431
CMP 50HX,0.9459459459459509,0.07812476953119238,0.03529411764705882,0.5773373545885394,0.774866785079929,0.20551724137931035,0.21818181818181817,0.3125,5,0,21,13,428
CMP 70HX,0.9459459459459509,0.0624997656249414,0.027450980392156862,0.5838000861697543,0.5253108348134992,0.3526436781609195,0.21818181818181817,0.375,5,0,24,14,113
CMP 90HX,0.9459459459459509,0.07812476953119238,0.03529411764705882,0.6419646704006893,0.5253108348134992,0.36735632183908046,0.22727272727272727,0.3125,5,0,24,14,111
GeForce GT 1010,0.9459459459459509,0.015624753906188475,0.00392156862745098,0.5247738043946574,0.6647424511545293,0.01425287356321839,0.01818181818181818,0.03125,5,0,22,11,148
GeForce GT 1010 DDR4,0.9459459459459509,0.015624753906188475,0.00392156862745098,0.5247738043946574,0.46403197158081705,0.01425287356321839,0.01818181818181818,0.03125,5,0,22,4,148
GeForce RTX 2050 Mobile,0.9459459459459509,0.031249757812439452,0.00392156862745098,0.5062473071951744,0.774866785079929,0.11724137931034483,0.07272727272727272,0.125,5,0,23,13,115
GeForce RTX 2060 12 GB,0.9459459459459509,0.09374977343744335,0.0196078431372549,0.6290392072382593,0.774866785079929,0.12459770114942528,0.15454545454545454,0.1875,5,0,21,13,431
GeForce RTX 3050 Mobile,0.9459459459459509,0.031249757812439452,0.011764705882352941,0.3024558380008617,0.663854351687389,0.11724137931034483,0.07272727272727272,0.125,5,0,26,13,115
GeForce RTX 3050 Ti Mobile,0.9459459459459509,0.031249757812439452,0.011764705882352941,0.3123653597587247,0.663854351687389,0.14666666666666667,0.09090909090909091,0.125,5,0,26,13,115
GeForce RTX 3050 Ti Mobile,0.9459459459459509,0.031249757812439452,0.011764705882352941,0.3123653597587247,0.663854351687389,0.14666666666666667,0.09090909090909091,0.1875,5,0,24,13,114
GeForce RTX 3060,0.9459459459459509,0.09374977343744335,0.0196078431372549,0.5644118914261094,0.830373001776199,0.20551724137931035,0.12727272727272726,0.1875,5,0,24,13,114
GeForce RTX 3060 GA104,0.9459459459459509,0.09374977343744335,0.0196078431372549,0.5644118914261094,0.830373001776199,0.20551724137931035,0.12727272727272726,0.1875,5,0,24,13,113
GeForce RTX 3060 Max-Q,0.9459459459459509,0.04687476171869043,0.0196078431372549,0.34769495906936665,0.663854351687389,0.22022988505747126,0.13636363636363635,0.1875,5,0,24,13,114
GeForce RTX 3060 Mobile,0.9459459459459509,0.04687476171869043,0.0196078431372549,0.3834554071520896,0.774866785079929,0.22022988505747126,0.13636363636363635,0.1875,5,0,24,13,114
GeForce RTX 3070 Max-Q,0.9459459459459509,0.0624997656249414,0.027450980392156862,0.33175355450236965,0.663854351687389,0.29379310344827586,0.18181818181818182,0.3125,5,0,24,13,113
GeForce RTX 3070 Mobile,0.9459459459459509,0.0624997656249414,0.027450980392156862,0.47393364928909953,0.774866785079929,0.29379310344827586,0.18181818181818182,0.3125,5,0,24,13,113
GeForce RTX 3070 Ti,0.9459459459459509,0.0624997656249414,0.027450980392156862,0.6742783283067643,0.5253108348134992,0.3526436781609195,0.21818181818181817,0.375,5,0,24,14,113
GeForce RTX 3080 Max-Q,0.9459459459459509,0.0624997656249414,0.027450980392156862,0.33175355450236965,0.663854351687389,0.3526436781609195,0.21818181818181817,0.375,5,0,24,13,113
GeForce RTX 3080 Mobile,0.9459459459459509,0.0624997656249414,0.027450980392156862,0.47393364928909953,0.774866785079929,0.3526436781609195,0.21818181818181817,0.375,5,0,24,13,113
GeForce RTX 3080 Ti,0.9459459459459509,0.09374977343744335,0.043137254901960784,0.5838000861697543,0.5253108348134992,0.5880459770114942,0.36363636363636365,0.4375,5,0,24,14,111
PG506-232,0.9459459459459509,0.1874997968749492,0.37254901960784315,0.3963808703145196,0.5373001776198935,0.20551724137931035,0.2545454545454545,0.375,5,0,24,16,110
PG506-242,0.9459459459459509,0.1874997968749492,0.37254901960784315,0.3963808703145196,0.5373001776198935,0.20551724137931035,0.2545454545454545,0.375,5,0,24,16,110
Quadro T1200 Mobile,0.9459459459459509,0.031249757812439452,0.011764705882352941,0.36406721240844464,0.5528419182948491,0.05839080459770115,0.07272727272727272,0.125,5,0,21,13,434
Radeon Graphics 448SP,0.9459459459459509,0.007999751999938,0.011764705882352941,0.12494614390348988,0.369449378330373,0.02528735632183908,0.03636363636363636,0.03125,1,1,5,24,206
Radeon Instinct MI210,0.9459459459459509,0.49999987499996873,0.4980392156862745,0.4265402843601896,0.708259325044405,0.38206896551724134,0.4727272727272727,0.0,1,0,24,17,8
Radeon Instinct MI250,0.9459459459459509,0.9999999999999999,1.0,0.4265402843601896,0.708259325044405,0.7645977011494252,0.9454545454545454,0.0,1,0,24,17,8
Radeon Instinct MI250X,0.9459459459459509,0.9999999999999999,1.0,0.4265402843601896,0.708259325044405,0.808735632183908,1.0,0.0,1,0,24,17,8
Radeon Pro V620,0.9459459459459509,0.2499998124999531,0.027450980392156862,0.7819905213270142,0.885879218472469,0.26436781609195403,0.32727272727272727,0.5,1,0,24,13,291
Radeon Pro W6600,0.9459459459459509,0.0624997656249414,0.011764705882352941,0.9999999999999999,0.774866785079929,0.10252873563218391,0.12727272727272726,0.25,1,0,24,13,293
Radeon Pro W6600M,0.9459459459459509,0.0624997656249414,0.011764705882352941,0.943558810857389,0.774866785079929,0.10252873563218391,0.12727272727272726,0.25,1,0,24,13,293
Radeon Pro W6800,0.9459459459459509,0.2499998124999531,0.027450980392156862,0.889702714347264,0.885879218472469,0.22022988505747126,0.2727272727272727,0.375,1,0,24,13,291
Radeon Pro W6800X,0.9459459459459509,0.2499998124999531,0.027450980392156862,0.7712193020249891,0.885879218472469,0.22022988505747126,0.2727272727272727,0.375,1,0,24,13,291
Radeon Pro W6800X Duo,0.9459459459459509,0.2499998124999531,0.027450980392156862,0.7712193020249891,0.885879218472469,0.22022988505747126,0.2727272727272727,0.375,1,0,24,13,291
Radeon Pro W6900X,0.9459459459459509,0.2499998124999531,0.027450980392156862,0.7819905213270142,0.885879218472469,0.29379310344827586,0.36363636363636365,0.5,1,0,24,13,291
Radeon RX 6600,0.9459459459459509,0.0624997656249414,0.011764705882352941,0.6962516156828953,0.774866785079929,0.10252873563218391,0.12727272727272726,0.25,1,0,26,13,293
Radeon RX 6600 XT,0.9459459459459509,0.0624997656249414,0.011764705882352941,0.8436018957345971,0.885879218472469,0.11724137931034483,0.14545454545454545,0.25,1,0,26,13,293
Radeon RX 6600M,0.9459459459459509,0.0624997656249414,0.011764705882352941,0.886686772942697,0.774866785079929,0.10252873563218391,0.12727272727272726,0.25,1,0,26,13,293
Radeon RX 6700,0.9459459459459509,0.04687476171869043,0.0196078431372549,0.943558810857389,0.885879218472469,0.13195402298850575,0.16363636363636364,0.25,1,0,24,13,292
Radeon RX 6700 XT,0.9459459459459509,0.09374977343744335,0.0196078431372549,0.99569151227919,0.885879218472469,0.14666666666666667,0.18181818181818182,0.25,1,0,24,13,292
Radeon RX 6700M,0.9459459459459509,0.07812476953119238,0.01568627450980392,0.6372253339077983,0.885879218472469,0.13195402298850575,0.16363636363636364,0.25,1,0,24,13,292
Radeon RX 6800M,0.9459459459459509,0.09374977343744335,0.0196078431372549,0.907367514002585,0.885879218472469,0.14666666666666667,0.18181818181818182,0.25,1,0,24,13,292
Radeon Vega 6,0.9459459459459509,0.007999751999938,0.011764705882352941,0.12494614390348988,0.369449378330373,0.021609195402298848,0.02727272727272727,0.03125,1,1,5,24,63
Radeon Vega 6 Mobile,0.9459459459459509,0.007999751999938,0.011764705882352941,0.12494614390348988,0.369449378330373,0.021609195402298848,0.02727272727272727,0.03125,1,1,5,24,63
Radeon Vega 7,0.9459459459459509,0.007999751999938,0.011764705882352941,0.12494614390348988,0.369449378330373,0.02528735632183908,0.031818181818181815,0.03125,1,1,5,24,63
Radeon Vega 7 Mobile,0.9459459459459509,0.007999751999938,0.011764705882352941,0.12494614390348988,0.369449378330373,0.02528735632183908,0.031818181818181815,0.03125,1,1,5,24,63
Radeon Vega 8,0.9459459459459509,0.007999751999938,0.011764705882352941,0.12494614390348988,0.369449378330373,0.02896551724137931,0.03636363636363636,0.03125,1,1,5,24,63
Radeon Vega 8 Mobile,0.9459459459459509,0.007999751999938,0.011764705882352941,0.12494614390348988,0.369449378330373,0.02896551724137931,0.03636363636363636,0.03125,1,1,5,24,63
RTX A1000 Embedded,0.9459459459459509,0.031249757812439452,0.011764705882352941,0.5092632485997415,0.663854351687389,0.11724137931034483,0.07272727272727272,0.1875,5,0,24,13,116
RTX A2000,0.9459459459459509,0.04687476171869043,0.0196078431372549,0.23782852218871176,0.663854351687389,0.1908045977011494,0.11818181818181818,0.1875,5,0,24,13,114
RTX A2000 12 GB,0.9459459459459509,0.09374977343744335,0.0196078431372549,0.23782852218871176,0.663854351687389,0.1908045977011494,0.11818181818181818,0.1875,5,0,24,13,114
RTX A2000 Embedded,0.9459459459459509,0.0624997656249414,0.011764705882352941,0.4769495906936665,0.663854351687389,0.14666666666666667,0.09090909090909091,0.1875,5,0,24,13,116
RTX A2000 Mobile,0.9459459459459509,0.031249757812439452,0.011764705882352941,0.38043946574752263,0.6083481349911191,0.14666666666666667,0.09090909090909091,0.1875,5,0,24,13,114
RTX A3000 Mobile,0.9459459459459509,0.04687476171869043,0.0196078431372549,0.5385609651012494,0.6083481349911191,0.23494252873563218,0.14545454545454545,0.25,5,0,24,13,113
RTX A3000 Mobile 12 GB,0.9459459459459509,0.09374977343744335,0.0196078431372549,0.4351572598018096,0.6083481349911191,0.23494252873563218,0.14545454545454545,0.25,5,0,24,13,113
RTX A3000 Mobile 12 GB,0.9459459459459509,0.09374977343744335,0.0196078431372549,0.2089616544592848,0.6083481349911191,0.23494252873563218,0.14545454545454545,0.25,5,0,24,13,113
RTX A4 Mobile,0.9459459459459509,0.031249757812439452,0.011764705882352941,0.5286514433433864,0.774866785079929,0.11724137931034483,0.07272727272727272,0.125,5,0,26,13,115
RTX A4000,0.9459459459459509,0.1249997812499453,0.027450980392156862,0.3123653597587247,0.774866785079929,0.3526436781609195,0.21818181818181817,0.375,5,0,24,13,113
RTX A4000 Mobile,0.9459459459459509,0.0624997656249414,0.027450980392156862,0.4868591124515295,0.663854351687389,0.29379310344827586,0.18181818181818182,0.3125,5,0,24,13,113
RTX A4500,0.9459459459459509,0.15624978906244724,0.03529411764705882,0.44808272296423957,0.885879218472469,0.4114942528735632,0.2545454545454545,0.375,5,0,24,13,111
RTX A4500 Embedded,0.9459459459459509,0.1249997812499453,0.027450980392156862,0.3963808703145196,0.885879218472469,0.33793103448275863,0.20909090909090908,0.3125,5,0,24,13,113
RTX A4500 Mobile,0.9459459459459509,0.09374977343744335,0.0196078431372549,0.36406721240844464,0.663854351687389,0.3232183908045977,0.19999999999999998,0.3125,5,0,24,13,113
RTX A500 Embedded,0.9459459459459509,0.031249757812439452,0.00392156862745098,0.5092632485997415,0.774866785079929,0.11724137931034483,0.07272727272727272,0.1875,5,0,24,13,116
RTX A5000,0.9459459459459509,0.1874997968749492,0.043137254901960784,0.49978457561395945,0.885879218472469,0.4703448275862069,0.2909090909090909,0.375,5,0,24,13,111
RTX A5000 Mobile,0.9459459459459509,0.1249997812499453,0.027450980392156862,0.3834554071520896,0.774866785079929,0.3526436781609195,0.21818181818181817,0.375,5,0,24,13,113
T1000,0.9459459459459509,0.031249757812439452,0.011764705882352941,0.45454545454545453,0.5528419182948491,0.05103448275862069,0.06363636363636363,0.125,5,0,21,13,434
T1000 8 GB,0.9459459459459509,0.0624997656249414,0.011764705882352941,0.45454545454545453,0.5528419182948491,0.05103448275862069,0.06363636363636363,0.125,5,0,21,13,434
T400,0.9459459459459509,0.015624753906188475,0.00392156862745098,0.1766479965532098,0.5528419182948491,0.021609195402298848,0.02727272727272727,0.0625,5,0,21,13,434
T400 4 GB,0.9459459459459509,0.031249757812439452,0.00392156862745098,0.1766479965532098,0.5528419182948491,0.021609195402298848,0.02727272727272727,0.0625,5,0,21,13,434
T600,0.9459459459459509,0.031249757812439452,0.011764705882352941,0.3123653597587247,0.5528419182948491,0.03632183908045977,0.045454545454545456,0.125,5,0,21,13,434
T600 Mobile,0.9459459459459509,0.031249757812439452,0.011764705882352941,0.3963808703145196,0.5528419182948491,0.03632183908045977,0.045454545454545456,0.125,5,0,21,13,434
UHD Graphics,0.9459459459459509,0.007999751999938,0.011764705882352941,0.14648858250753985,0.369449378330373,0.01425287356321839,0.01818181818181818,0.03125,3,1,29,24,439
UHD Graphics,0.9459459459459509,0.007999751999938,0.011764705882352941,0.14648858250753985,0.369449378330373,0.01425287356321839,0.01818181818181818,0.03125,3,1,29,24,183
UHD Graphics,0.9459459459459509,0.007999751999938,0.011764705882352941,0.12494614390348988,0.369449378330373,0.006896551724137931,0.00909090909090909,0.03125,3,1,29,24,401
UHD Graphics 730,0.9459459459459509,0.007999751999938,0.011764705882352941,0.12494614390348988,0.369449378330373,0.01057471264367816,0.013636363636363636,0.03125,3,1,29,24,401
UHD Graphics 750,0.9459459459459509,0.007999751999938,0.011764705882352941,0.12494614390348988,0.369449378330373,0.01425287356321839,0.01818181818181818,0.03125,3,1,29,24,401
UHD Graphics 770,0.9459459459459509,0.007999751999938,0.011764705882352941,0.12494614390348988,0.369449378330373,0.01425287356321839,0.01818181818181818,0.03125,3,1,29,24,9
UHD Graphics P750,0.9459459459459509,0.007999751999938,0.011764705882352941,0.12494614390348988,0.369449378330373,0.01425287356321839,0.07272727272727272,0.125,3,1,29,24,401
A100 PCIe,0.9189189189189193,0.312499828124957,0.6235294117647059,0.3252908229211547,0.5373001776198935,0.3967816091954023,0.4909090909090909,0.625,5,0,24,17,110
A100 SXM4 40 GB,0.9189189189189193,0.312499828124957,0.6235294117647059,0.4674709177078845,0.5373001776198935,0.3967816091954023,0.4909090909090909,0.625,5,0,24,17,110
A100 SXM4 80 GB,0.9189189189189193,0.6249999062499765,0.6235294117647059,0.5450236966824644,0.705150976909414,0.3967816091954023,0.4909090909090909,0.625,5,0,24,17,110
A40 PCIe,0.9189189189189193,0.3749998437499609,0.043137254901960784,0.5579491598448943,0.8023978685612789,0.617471264367816,0.3818181818181818,0.4375,5,0,24,13,111
AeroBox GPU,0.9189189189189193,0.0624997656249414,0.027450980392156862,0.3985351141749246,0.47113676731793963,0.05103448275862069,0.06363636363636363,0.0625,1,0,5,3,193
Atari VCS 400 GPU,0.9189189189189193,0.031249757812439452,0.011764705882352941,0.12494614390348988,0.5306394316163411,0.01057471264367816,0.013636363636363636,0.015625,1,0,5,4,23
Atari VCS 800 GPU,0.9189189189189193,0.0624997656249414,0.011764705882352941,0.12494614390348988,0.5306394316163411,0.01057471264367816,0.013636363636363636,0.015625,1,0,5,4,23
GeForce GTX 1650 GDDR6,0.9189189189189193,0.031249757812439452,0.011764705882352941,0.6031882809133994,0.663854351687389,0.05103448275862069,0.06363636363636363,0.125,5,0,21,13,434
GeForce GTX 1650 Max-Q,0.9189189189189193,0.031249757812439452,0.011764705882352941,0.3963808703145196,0.5528419182948491,0.05839080459770115,0.07272727272727272,0.125,5,0,21,13,434
